Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
2,1,-2.053459958550344,1,1,-0.2707442080045548,2,3,0,1
3,1,-0.6690591801231975,0,0,-0.4915983593444487,2,1,1,0
3,0,0.0,3,1,-0.13558146738453974,2,5,0,0
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
3,1,0.0,0,0,-0.5100454664545425,1,1,1,0
1,0,0.2538746721615667,1,0,1.1630469795095626,1,2,0,1
2,1,0.0,0,0,-0.6480576784030068,2,1,1,0
3,1,1.0998973700892674,0,0,-0.48857985158126105,2,1,1,1
3,0,0.0,0,0,-0.48606442844527137,2,1,1,0
2,0,0.33078582651863037,1,1,0.005952336954309979,2,3,0,1
2,0,-0.8997926431943887,0,2,-0.38645367226008004,2,3,0,1
2,1,0.023141209090375606,0,0,-0.38645367226008004,2,1,1,0
3,0,-1.5150818780508981,0,2,-0.16207792852980066,2,3,0,0
3,1,0.0,0,0,-0.4891674544258282,0,1,1,0
3,1,-0.6690591801231975,0,0,-0.4924375045026148,1,1,1,0
3,1,-0.05376994526668808,0,0,-0.4895860208356569,2,1,1,0
3,0,-0.13068109962375177,1,1,-0.35828093313699566,2,3,0,0
3,1,-0.8997926431943887,1,1,-0.24131375731347557,2,3,0,0
3,1,0.0,0,0,-0.5021631365156053,2,1,1,0
2,0,-0.13068109962375177,1,0,-0.12484966611715337,2,2,0,1
2,0,-0.8228814888373249,0,0,-0.12484966611715337,2,1,1,1
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
3,1,0.17696351780450298,0,0,-0.48606442844527137,2,1,1,1
1,1,-0.13068109962375177,0,0,-0.11378180431879875,2,1,1,1
3,0,0.0,1,0,-0.32407117848753597,2,2,0,1
2,0,0.9460750613751399,1,0,-0.12484966611715337,2,2,0,1
3,1,-0.9767037975514523,0,0,-0.504678559651595,2,1,1,0
1,1,1.5613642962316494,1,0,0.47683954801157796,2,2,0,0
1,0,-1.2074372606226433,1,2,1.7667485321470857,2,4,0,1
3,0,-0.6690591801231975,2,2,0.043683683994155176,2,5,0,0
2,0,-0.4383257170520065,2,3,-0.2707442080045548,2,6,0,1
1,1,2.6381204572305412,1,4,4.644392599719279,2,6,0,0
2,1,0.1000523634474393,0,0,-0.43676213497987365,2,1,1,0
2,0,1.1768085244463309,1,1,-0.11981881984517401,2,3,0,1
3,1,-0.7459703344802613,0,0,-0.4568855200677911,2,1,1,0
3,1,-0.3614145626949428,1,0,-0.4915983593444487,2,2,0,0
2,0,-0.13068109962375177,0,0,-0.38645367226008004,2,1,1,1
3,1,0.0,0,0,-0.4848067168772765,2,1,1,1
1,1,-1.9765488041932804,0,2,0.9992084151392652,2,3,0,1
2,0,-1.284348414979707,0,1,-0.2556516691886167,2,2,0,1
1,1,0.33078582651863037,0,0,-0.11378180431879875,2,1,1,1
3,0,-1.8996376498362166,2,1,-0.26051549136436636,0,4,0,1
1,1,1.7151866049457767,0,0,-0.034294433221524895,2,1,1,1
2,1,0.48460813523275775,1,2,-0.08963374221329785,2,4,0,0
3,1,0.0,1,0,-0.24626008536808563,2,2,0,0
1,1,0.023141209090375606,0,0,-0.08963374221329785,0,1,1,0
1,1,1.4844531418745857,1,0,1.1450204511478064,0,2,0,1
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
3,1,-0.05376994526668808,0,0,-0.4891674544258282,0,1,1,1
1,1,2.7150316115876048,0,0,-0.11378180431879875,2,1,1,0
1,0,0.0,1,0,0.3955913807191113,2,2,0,1
2,0,1.5613642962316494,0,0,-0.43676213497987365,2,1,1,1
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
1,1,1.407541987517522,0,0,-0.11378180431879875,2,1,1,1
3,1,0.33078582651863037,0,0,-0.48606442844527137,2,1,1,0
1,1,1.3306308331604584,0,0,0.1266926474818146,2,1,1,0
2,1,1.407541987517522,0,0,-0.38645367226008004,2,1,1,0
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
3,1,0.6384304439468851,0,0,-0.5061878135331888,2,1,1,0
2,1,0.0,0,0,-0.6480576784030068,2,1,1,0
1,1,2.0228312223740317,0,0,-0.11378180431879875,2,1,1,0
3,1,0.0,0,0,-0.4926045285988445,1,1,1,0
3,0,-2.2265100558537374,2,1,-0.26051549136436636,0,4,0,1
3,1,0.0,0,0,-0.5021631365156053,2,1,1,0
3,1,0.6384304439468851,0,0,-0.4737388550789219,2,1,1,0
2,0,0.2538746721615667,1,2,-0.08963374221329785,2,4,0,1
2,0,-0.5152368714090703,0,0,-0.3705219882859758,0,1,1,1
3,0,-0.5921480257661339,0,0,-0.450093877600619,2,1,1,0
1,1,0.0,0,0,0.39835834616870003,2,1,1,0
2,1,0.33078582651863037,1,0,-0.22546659155674054,2,2,0,0
3,1,-0.05376994526668808,1,0,-0.5062723317505581,2,2,0,0
3,1,-0.5921480257661339,0,0,-0.49671372383379725,2,1,1,0
3,0,-2.1303711129074077,0,1,-0.4007915841352212,2,2,0,1
3,1,-1.5919930324079619,5,2,0.29572908222032107,2,8,0,0
2,1,0.0,0,0,-0.6480576784030068,2,1,1,0
3,1,1.5613642962316494,0,0,-0.48606442844527137,2,1,1,0
3,0,2.5612093028734773,0,0,-0.45512472387259834,2,1,1,1
1,1,-0.3614145626949428,1,0,1.1847641366964432,0,2,0,1
3,0,0.0,3,1,-0.13558146738453974,2,5,0,0
1,0,0.40769698087569406,1,0,1.1630469795095626,2,2,0,1
1,1,2.1766535310881587,0,0,-0.05039314129185886,0,1,1,0
3,1,0.023141209090375606,0,0,-0.48606442844527137,2,1,1,0
3,1,-1.5919930324079619,1,1,-0.3280958555051195,2,3,0,1
3,1,0.0,1,0,-0.24626008536808563,2,2,0,0
3,1,-0.6690591801231975,0,0,-0.5021631365156053,2,1,1,0
1,1,1.945920068016968,0,0,-0.034294433221524895,2,1,1,0
1,1,3.176498537729987,0,0,0.34813440166627563,0,1,1,0
3,1,-0.6690591801231975,0,0,-0.48606442844527137,2,1,1,0
3,1,0.0,0,0,-0.35710773978637,0,1,1,0
1,0,1.8690089136599042,1,0,0.926933265257501,0,2,0,1
3,1,0.0,0,0,-0.3441945635754534,2,1,1,0
1,0,-0.3614145626949428,1,2,2.401641331670881,2,4,0,0
3,1,-0.4383257170520065,0,0,-0.49117979293462,2,1,1,0
3,1,-0.9767037975514523,0,0,-0.4737388550789219,2,1,1,0
3,0,-0.6690591801231975,0,0,-0.49210144397164657,1,1,1,0
3,0,0.0,0,0,-0.494532348890267,1,1,1,0
3,0,0.5615192895898214,0,0,-0.45512472387259834,2,1,1,0
1,0,-1.053614951908516,0,0,1.0926151317018515,2,1,1,1
1,1,-0.8997926431943887,1,0,1.5433789576712023,0,2,0,0
2,0,0.2538746721615667,0,2,-0.12484966611715337,2,3,0,1
1,1,0.0,0,0,-0.11378180431879875,2,1,1,1
3,1,-0.13068109962375177,0,0,-0.19477842929766648,2,1,1,0
3,1,-0.2845034083378791,0,0,0.48882906084695926,2,1,1,1
3,1,-0.05376994526668808,0,0,-0.49210144397164657,1,1,1,1
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
1,1,0.48460813523275775,0,0,-0.11906419290437707,2,1,1,1
1,0,1.8690089136599042,1,0,0.547271395819289,0,2,0,1
3,1,-0.4383257170520065,0,0,-0.4972168084609952,2,1,1,0
1,1,1.3306308331604584,0,0,0.03655598099601484,2,1,1,0
2,0,0.33078582651863037,0,0,-0.43676213497987365,2,1,1,1
3,1,0.0,0,0,-0.16207792852980066,1,1,1,0
2,0,0.48460813523275775,1,0,-0.12484966611715337,2,2,0,1
3,1,0.17696351780450298,0,0,-0.4891674544258282,2,1,1,0
1,0,0.023141209090375606,0,0,1.2334788273172737,2,1,1,1
3,1,-0.5921480257661339,0,0,-0.4891674544258282,2,1,1,0
3,1,0.0,0,0,-0.5026662211428032,0,1,1,0
1,0,1.0998973700892674,0,1,0.518680090286376,0,2,0,1
3,1,0.0,0,0,-0.502581702925434,0,1,1,0
3,1,0.8307083298395443,0,0,-0.49210144397164657,1,1,1,0
2,0,1.5613642962316494,0,0,-0.43676213497987365,2,1,1,1
1,1,0.0,0,0,3.8148905676872524,2,1,1,0
3,1,0.7153415983039488,0,0,-0.48857985158126105,2,1,1,0
2,1,-0.5152368714090703,2,1,-0.4166387498919562,2,4,0,0
2,0,-2.1303711129074077,1,1,-0.12484966611715337,2,3,0,1
3,1,0.0,0,0,-0.502581702925434,0,1,1,0
3,1,-0.9767037975514523,1,1,-0.502581702925434,0,3,0,0
3,0,0.0,0,2,-0.1981329975918223,0,3,0,1
3,0,0.023141209090375606,0,0,-0.4737388550789219,2,1,1,0
2,0,-1.7458153411220891,0,2,-0.11981881984517401,2,3,0,1
1,1,1.1768085244463309,0,0,-0.11378180431879875,2,1,1,0
1,0,0.023141209090375606,0,0,1.4935735795786065,0,1,1,1
3,1,0.0,0,0,-0.35626859462820387,2,1,1,0
1,0,-0.5921480257661339,0,2,0.3480498834489064,0,3,0,1
1,0,0.48460813523275775,0,2,0.7807026628391313,2,3,0,1
3,0,-1.5919930324079619,4,2,-0.01869880977838891,2,7,0,0
3,0,-1.4381707236938346,4,2,-0.01869880977838891,2,7,0,0
2,1,0.17696351780450298,1,0,-0.12484966611715337,2,2,0,1
1,1,1.5613642962316494,1,0,1.4935735795786065,0,2,0,0
1,1,2.6381204572305412,0,0,-0.12484966611715337,2,1,1,0
2,0,-0.8228814888373249,1,0,-0.12484966611715337,2,2,0,1
2,1,0.0,0,0,-0.36909725262175125,0,1,1,1
3,1,0.2538746721615667,1,1,-0.23502519947350137,2,3,0,0
2,1,-1.6689041867650256,1,1,0.0914767235779591,2,3,0,1
1,1,-0.9767037975514523,0,2,1.583289667316069,0,3,0,1
2,1,-0.20759225398081546,0,0,-0.12484966611715337,2,1,1,0
3,1,0.0,0,0,-0.4905076718726835,1,1,1,0
3,1,-0.5921480257661339,0,0,-0.5026662211428032,0,1,1,1
3,0,-0.5921480257661339,0,0,-0.4915983593444487,2,1,1,1
1,1,2.4842981485164137,0,0,-0.11378180431879875,2,1,1,0
1,0,1.407541987517522,1,0,0.1488283710785238,0,2,0,1
1,1,0.0,0,0,3.930515513725408,0,1,1,0
1,0,0.7153415983039488,1,1,0.9547699438496172,2,3,0,1
3,0,0.48460813523275775,1,0,-0.2979107778732433,2,2,0,1
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
3,1,0.7922527526610125,0,0,-0.4891674544258282,2,1,1,0
2,1,-0.13068109962375177,0,0,-0.3763919797161213,2,1,1,0
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
3,0,0.0,0,0,-0.48606442844527137,2,1,1,0
3,1,-0.4383257170520065,2,0,-0.16207792852980066,2,3,0,0
3,1,-0.8228814888373249,0,0,-0.4891674544258282,2,1,1,0
3,0,-0.05376994526668808,0,4,-0.22395733767514675,2,5,0,0
3,1,0.0,0,0,-0.502581702925434,0,1,1,0
3,1,0.17696351780450298,0,0,-0.4900045872454856,2,1,1,1
2,1,2.4842981485164137,0,0,-0.43676213497987365,2,1,1,1
1,0,1.7920977593028404,2,0,0.38787808721491257,2,3,0,1
1,1,0.48460813523275775,0,0,-0.11705185439558537,2,1,1,1
3,0,0.0,0,0,-0.49210144397164657,1,1,1,1
3,1,-1.053614951908516,0,0,-0.48606442844527137,2,1,1,0
3,1,-0.8228814888373249,0,0,-0.35626859462820387,2,1,1,0
2,0,0.33078582651863037,0,0,-0.38645367226008004,2,1,1,1
1,0,0.7153415983039488,1,0,0.47683954801157796,2,2,0,1
3,0,0.0,1,0,-0.35710773978637,0,2,0,0
3,1,0.17696351780450298,0,0,-0.48857985158126105,2,1,1,1
2,0,-0.3614145626949428,1,1,-0.04435612576548362,2,3,0,1
1,0,0.7153415983039488,1,1,1.583289667316069,0,3,0,1
2,1,1.8690089136599042,0,0,-0.12484966611715337,2,1,1,0
1,1,0.48460813523275775,0,0,0.15939314824968043,0,1,1,0
3,1,0.0,0,0,-0.4727326858245261,0,1,1,0
1,0,-0.8997926431943887,0,2,0.9547699438496172,2,3,0,1
2,1,1.3306308331604584,0,0,-0.34620690208424515,2,1,1,0
1,1,2.3304758398022862,1,1,0.9457144205600544,0,3,0,1
3,1,-0.5921480257661339,0,0,-0.48606442844527137,2,1,1,0
3,1,0.0,0,0,-0.48606442844527137,2,1,1,0
3,1,0.40769698087569406,0,0,-0.504678559651595,2,1,1,0
1,0,1.7151866049457767,1,0,0.926933265257501,0,2,0,1
3,1,1.3306308331604584,0,0,-0.5021631365156053,2,1,1,0
3,0,0.0,0,2,-0.49210144397164657,1,3,0,0
2,1,0.5615192895898214,1,0,-0.12484966611715337,2,2,0,0
3,1,0.48460813523275775,1,1,-0.16207792852980066,2,3,0,0
2,0,0.0,0,0,0.016014029498268696,2,1,1,1
3,1,1.4844531418745857,0,0,-0.6480576784030068,2,1,1,0
3,1,0.0,0,0,-0.5026662211428032,0,1,1,0
1,1,1.4844531418745857,1,0,0.4975505359440627,0,2,0,1
2,0,-0.4383257170520065,2,1,-0.10472628102923592,2,4,0,1
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
1,1,0.0,0,0,0.20517384932469257,2,1,1,0
3,1,1.0998973700892674,0,0,-0.48606442844527137,2,1,1,0
1,1,0.40769698087569406,0,0,-0.11378180431879875,0,1,1,1
3,1,0.48460813523275775,1,0,-0.3351390402858906,2,2,0,0
3,1,0.023141209090375606,0,0,-0.4891674544258282,2,1,1,0
1,1,-0.20759225398081546,0,0,-0.034294433221524895,2,1,1,1
2,0,-0.5921480257661339,1,2,0.18865657484452997,0,4,0,1
1,0,0.7922527526610125,0,0,2.440127305651523,2,1,1,1
3,0,0.7153415983039488,1,5,-0.01869880977838891,2,7,0,0
3,1,0.0,0,0,-0.5061878135331888,2,1,1,0
3,0,0.0,1,0,-0.3361452095402864,1,2,0,1
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
3,1,0.40769698087569406,0,0,-0.48606442844527137,2,1,1,0
2,0,-0.4383257170520065,1,2,0.6599623523116267,2,4,0,1
3,1,0.33078582651863037,1,1,-0.35828093313699566,2,3,0,0
3,0,-0.2845034083378791,1,0,-0.32407117848753597,2,2,0,0
2,0,-1.9765488041932804,2,1,0.13675434002577333,2,4,0,1
2,1,-0.2845034083378791,0,0,-0.43676213497987365,2,1,1,0
3,1,-0.20759225398081546,1,0,-0.3571902456652305,0,2,0,0
1,1,0.9460750613751399,1,0,0.40951072618442386,2,2,0,1
3,1,-0.7459703344802613,1,1,-0.3312813873645368,0,3,0,1
3,1,-0.6690591801231975,0,0,-0.4900045872454856,2,1,1,0
3,1,-0.6690591801231975,0,0,-0.32407117848753597,2,1,1,0
1,1,2.4073869941593498,0,0,0.002346226346555142,2,1,1,0
2,1,2.099742376731095,0,0,-0.39953387256722633,1,1,1,0
1,0,-0.6690591801231975,0,0,0.9207272132963871,2,1,1,1
3,1,-0.2845034083378791,0,0,-0.4891674544258282,2,1,1,0
3,1,0.0,0,0,-0.4924375045026148,1,1,1,0
1,1,3.86869892694356,0,0,-0.04435612576548362,2,1,1,1
3,1,1.6382754505887132,0,0,-0.5061032953158195,2,1,1,0
1,1,0.17696351780450298,0,0,-0.034294433221524895,0,1,1,1
1,1,0.0,0,0,-0.6480576784030068,2,1,1,0
3,0,-1.5919930324079619,3,2,-0.08661523445011025,2,6,0,0
2,0,-0.13068109962375177,0,0,-0.38645367226008004,2,1,1,1
3,1,0.17696351780450298,0,0,-0.48857985158126105,2,1,1,0
2,1,0.1000523634474393,1,1,-0.11981881984517401,2,3,0,0
3,0,0.8691639070180762,0,5,0.15058916727371655,2,6,0,0
3,1,0.0,1,0,-0.32407117848753597,2,2,0,0
3,1,-0.7459703344802613,0,0,-0.4900045872454856,2,1,1,0
1,0,-0.4383257170520065,0,0,0.7464929081896716,0,1,1,1
3,0,-2.1303711129074077,3,2,-0.08661523445011025,2,6,0,0
3,1,0.0,0,0,0.48882906084695926,2,1,1,1
3,0,-2.2265100558537374,2,1,-0.26051549136436636,0,4,0,1
1,1,1.407541987517522,1,0,0.895993560684828,0,2,0,1
3,1,-0.8228814888373249,0,0,-0.4891674544258282,2,1,1,0
1,1,2.0228312223740317,0,0,0.06632249221806229,0,1,1,1
3,1,0.0,0,0,-0.4961261209892301,2,1,1,0
3,0,-0.5152368714090703,0,0,-0.4961261209892301,2,1,1,1
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
2,0,-0.8997926431943887,0,1,-0.18521982138090567,2,2,0,1
3,1,-0.6690591801231975,0,0,-0.4783511349410726,2,1,1,0
3,0,0.0,0,0,-0.4905076718726835,1,1,1,1
3,0,-0.8997926431943887,0,0,-0.512224829059564,1,1,1,0
2,1,-0.4383257170520065,2,0,0.8310111255589249,2,3,0,0
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
3,0,0.17696351780450298,1,1,-0.3361452095402864,1,3,0,0
2,1,-0.5152368714090703,0,0,-0.38645367226008004,2,1,1,0
1,1,2.1766535310881587,0,2,1.6314187674308411,0,3,0,0
1,1,1.5613642962316494,2,0,2.041432738597159,2,3,0,1
3,1,0.7922527526610125,0,0,-0.5026662211428032,0,1,1,0
1,1,1.3306308331604584,0,0,-0.13315056246591933,2,1,1,0
3,1,0.48460813523275775,0,0,-0.4972168084609952,2,1,1,0
3,1,-0.7459703344802613,1,0,-0.48857985158126105,2,2,0,1
2,1,0.17696351780450298,2,0,0.8310111255589249,2,3,0,0
2,1,-0.3614145626949428,0,0,-0.38645367226008004,2,1,1,0
3,1,0.0,0,0,-0.4915983593444487,2,1,1,0
3,1,1.0229862157322036,0,0,-0.48606442844527137,2,1,1,0
1,0,0.0,1,0,0.39835834616870003,2,2,0,1
2,0,0.7922527526610125,1,1,0.13675434002577333,2,3,0,1
1,1,0.1000523634474393,1,0,0.39835834616870003,2,2,0,0
2,1,3.0995873833729233,0,0,-0.43676213497987365,2,1,1,0
2,1,0.1000523634474393,0,0,-0.38645367226008004,2,1,1,1
2,1,0.0,0,0,-0.6480576784030068,2,1,1,0
3,1,-0.8997926431943887,0,0,-0.4915983593444487,2,1,1,0
3,1,-0.3998701398734747,0,0,-0.48606442844527137,2,1,1,0
3,0,-0.8997926431943887,0,0,-0.4500093593832497,2,1,1,1
3,0,1.0229862157322036,1,6,0.29572908222032107,2,8,0,0
1,1,0.48460813523275775,0,1,9.661740104981664,0,2,0,1
3,0,0.0,0,0,-0.4843036322500786,1,1,1,0
1,1,-0.20759225398081546,0,0,0.895993560684828,0,1,1,1
3,1,-0.7459703344802613,0,0,-0.46241945096696835,2,1,1,0
3,1,-1.2074372606226433,5,2,0.29572908222032107,2,8,0,0
2,1,2.3304758398022862,1,1,0.13675434002577333,2,3,0,0
2,1,-0.3614145626949428,1,2,0.18865657484452997,0,4,0,0
3,1,-1.2074372606226433,4,1,0.15058916727371655,2,6,0,0
3,1,-0.8228814888373249,0,0,-0.44338675335081607,2,1,1,0
3,1,-0.8997926431943887,0,0,-0.49117979293462,2,1,1,0
1,0,-1.1305261062655798,0,1,3.6047682176147444,2,2,0,1
1,1,0.1000523634474393,1,0,0.4989752716082872,2,2,0,1
3,0,-1.9765488041932804,0,1,-0.37806825769394486,0,2,0,1
3,1,0.0,0,0,0.48882906084695926,2,1,1,1
3,1,-0.3614145626949428,0,0,-0.5026662211428032,0,1,1,0
1,1,2.3304758398022862,0,0,-0.11378180431879875,2,1,1,0
2,1,1.7151866049457767,0,0,-0.3763919797161213,2,1,1,0
3,1,1.0998973700892674,0,0,-0.48606442844527137,2,1,1,0
3,0,0.0,0,0,-0.4924375045026148,1,1,1,1
1,1,1.4844531418745857,1,1,1.583289667316069,0,3,0,0
3,1,0.9460750613751399,0,0,-0.49411378248043836,2,1,1,0
1,0,-0.8997926431943887,1,0,3.930515513725408,0,2,0,1
1,1,0.40769698087569406,0,0,-0.11906419290437707,2,1,1,1
3,0,-0.8997926431943887,0,1,-0.3571902456652305,0,2,0,0
3,1,-0.3614145626949428,0,0,-0.4922684680678763,1,1,1,0
3,1,-0.2845034083378791,1,0,-0.4900045872454856,2,2,0,0
2,1,0.7153415983039488,0,0,-0.12484966611715337,2,1,1,0
2,0,1.1768085244463309,0,0,-0.3763919797161213,2,1,1,1
1,1,0.9460750613751399,0,0,-0.11906419290437707,2,1,1,1
1,0,-0.5921480257661339,0,0,2.401641331670881,2,1,1,1
3,1,0.0,1,1,-0.34126057402963506,0,3,0,1
1,0,-0.4383257170520065,0,0,0.34813440166627563,0,1,1,1
1,1,0.0,0,0,-0.11378180431879875,2,1,1,0
1,1,1.407541987517522,1,0,0.39835834616870003,2,2,0,1
3,1,-0.05376994526668808,0,0,-0.4572215805987593,2,1,1,0
2,1,1.7151866049457767,0,0,-0.38645367226008004,2,1,1,0
3,1,-0.8228814888373249,0,0,-0.49411378248043836,2,1,1,0
1,0,0.6384304439468851,0,0,3.930515513725408,0,1,1,1
2,0,-0.20759225398081546,0,0,-0.43676213497987365,2,1,1,1
3,1,0.0,0,0,-0.3361452095402864,1,1,1,0
3,1,0.2538746721615667,0,0,-0.4915983593444487,2,1,1,0
2,0,-1.8227264954791529,0,1,0.016014029498268696,2,2,0,1
3,1,-0.9767037975514523,1,0,-0.5061032953158195,2,2,0,0
2,1,0.33078582651863037,0,0,-0.38645367226008004,2,1,1,0
2,1,1.5613642962316494,0,0,-0.38645367226008004,2,1,1,0
1,1,-0.20759225398081546,1,0,0.4204940697654092,2,2,0,1
3,1,-0.7459703344802613,0,0,-0.4737388550789219,2,1,1,0
2,0,0.023141209090375606,3,0,-0.22546659155674054,2,4,0,1
3,0,0.0,0,0,-0.49235298628524554,1,1,1,1
2,1,-0.3614145626949428,1,0,-0.12484966611715337,2,2,0,0
3,0,-0.3614145626949428,1,0,-0.48857985158126105,2,2,0,0
1,0,-0.05376994526668808,0,0,3.6047682176147444,2,1,1,1
3,1,-1.4381707236938346,0,0,-0.26998958106375787,0,1,1,0
2,1,0.0,0,0,-0.6480576784030068,2,1,1,0
2,1,-0.5152368714090703,0,0,-0.38645367226008004,2,1,1,0
2,1,-0.5152368714090703,0,0,-0.38645367226008004,2,1,1,0
3,1,-0.09222552244521992,0,0,-0.32407117848753597,2,1,1,0
3,0,1.407541987517522,1,3,0.043683683994155176,2,5,0,0
1,1,0.40769698087569406,0,0,9.661740104981664,0,1,1,1
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
3,1,0.0,0,0,-0.4891674544258282,2,1,1,0
1,1,0.0,0,0,-0.04435612576548362,2,1,1,1
1,1,0.48460813523275775,1,0,0.938671235779283,2,2,0,0
1,0,-0.6690591801231975,2,2,4.631815484039331,0,5,0,1
3,1,-0.4383257170520065,1,0,-0.32407117848753597,2,2,0,0
3,1,0.1000523634474393,0,0,-0.48857985158126105,2,1,1,1
1,1,3.0995873833729233,1,1,0.7807026628391313,2,3,0,0
3,1,-1.053614951908516,1,1,-0.24055913037267862,2,3,0,0
2,0,0.023141209090375606,0,0,-0.38645367226008004,2,1,1,1
1,1,-0.8228814888373249,1,0,0.4204940697654092,2,2,0,0
3,1,0.1000523634474393,0,0,-0.49210144397164657,1,1,1,0
2,0,-1.9765488041932804,1,1,-0.18521982138090567,2,3,0,1
3,1,-1.8227264954791529,0,1,-0.39701844943123665,2,2,0,1
3,1,0.2538746721615667,0,0,-0.4568855200677911,2,1,1,0
3,1,-0.5152368714090703,0,0,-0.4891674544258282,2,1,1,0
2,0,1.407541987517522,1,2,0.6599623523116267,2,4,0,1
2,1,-2.2326629482023024,1,1,-0.35626859462820387,2,3,0,1
3,1,-0.13068109962375177,0,0,-0.49117979293462,2,1,1,0
2,1,-0.8997926431943887,0,0,-0.4166387498919562,2,1,1,0
3,1,0.33078582651863037,0,0,-0.48606442844527137,2,1,1,0
1,0,0.2538746721615667,0,0,1.0926151317018515,2,1,1,1
3,1,0.0,0,0,-0.35626859462820387,2,1,1,0
3,1,0.8691639070180762,0,0,-0.504678559651595,2,1,1,0
3,1,-0.7459703344802613,0,0,-0.502581702925434,0,1,1,1
1,0,0.48460813523275775,1,2,1.7667485321470857,2,4,0,1
3,1,-1.053614951908516,0,0,-0.4915983593444487,2,1,1,0
1,0,1.6382754505887132,1,0,0.9207272132963871,2,2,0,1
1,1,0.0,0,0,0.1488283710785238,0,1,1,0
3,0,0.06159678626890745,0,0,-0.49210144397164657,1,1,1,0
3,1,0.0,1,0,-0.16207792852980066,1,2,0,0
3,1,0.17696351780450298,0,0,-0.47977587060529714,2,1,1,0
3,1,-0.4383257170520065,0,0,-0.4568855200677911,2,1,1,0
3,1,1.407541987517522,0,0,-0.4900045872454856,2,1,1,0
2,0,2.099742376731095,0,0,-0.43676213497987365,2,1,1,0
3,1,0.0,0,0,-0.5026662211428032,0,1,1,0
2,0,1.8690089136599042,1,3,-0.18521982138090567,2,5,0,1
3,1,-0.8997926431943887,0,0,-0.49210144397164657,2,1,1,0
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
3,0,-1.8996376498362166,0,0,-0.39701844943123665,2,1,1,1
3,1,0.0,0,0,-0.49235298628524554,1,1,1,0
1,0,1.0229862157322036,0,1,3.6047682176147444,2,2,0,1
3,0,-1.284348414979707,0,0,-0.502581702925434,0,1,1,1
1,0,-0.9767037975514523,1,0,0.4989752716082872,2,2,0,1
1,1,-0.05376994526668808,0,0,-0.04435612576548362,2,1,1,0
3,1,0.0,1,2,-0.17616429809134285,2,4,0,0
3,1,-0.3614145626949428,0,0,-0.5061878135331888,2,1,1,0
3,1,-0.3614145626949428,0,0,-0.5021631365156053,2,1,1,0
3,0,-0.8997926431943887,0,0,-0.4972168084609952,2,1,1,1
3,1,-1.6689041867650256,4,1,-0.061964087717411374,1,6,0,0
3,1,-2.207282267264471,1,2,-0.23401903021910547,2,4,0,1
1,1,1.2537196788033946,0,0,0.9457144205600544,0,1,1,0
3,1,0.0,0,0,-0.49210144397164657,1,1,1,0
2,1,-1.053614951908516,0,0,-0.12484966611715337,2,1,1,0
3,0,0.0,8,2,0.751523754461651,2,11,0,0
1,1,0.0,0,0,-0.03035427442131069,0,1,1,0
3,1,-0.3614145626949428,0,0,-0.4891674544258282,2,1,1,0
2,1,0.7153415983039488,0,0,-0.38645367226008004,2,1,1,0
1,0,1.4844531418745857,0,0,-0.1262744017813779,2,1,1,1
3,0,0.1000523634474393,0,0,-0.47332028866909326,2,1,1,1
3,1,0.023141209090375606,0,0,-0.502581702925434,0,1,1,0
3,0,0.023141209090375606,1,1,-0.16207792852980066,2,3,0,0
2,1,0.33078582651863037,0,0,-0.38645367226008004,2,1,1,0
2,0,0.1000523634474393,1,1,-0.11981881984517401,2,3,0,1
1,1,-1.4381707236938346,1,2,1.7667485321470857,2,4,0,1
3,1,-2.251890736791568,0,1,-0.4766728446247403,0,2,0,1
3,1,-0.20759225398081546,0,0,-0.5076970674147826,2,1,1,1
3,1,0.1000523634474393,0,0,-0.4915983593444487,2,1,1,0
1,1,0.7153415983039488,0,0,-0.6480576784030068,2,1,1,0
3,0,-0.8997926431943887,0,0,-0.4915983593444487,2,1,1,0
2,1,0.7153415983039488,0,0,-0.38645367226008004,2,1,1,0
1,0,0.2538746721615667,1,0,0.4204940697654092,2,2,0,1
3,1,-0.2845034083378791,0,0,-0.48933447852205797,2,1,1,0
3,1,0.7153415983039488,0,0,-0.16207792852980066,2,1,1,0
2,1,0.40769698087569406,0,0,-0.43676213497987365,2,1,1,0
3,0,-1.8227264954791529,4,2,-0.01869880977838891,2,7,0,0
3,1,0.06159678626890745,0,0,-0.48606442844527137,2,1,1,0
1,1,0.0,0,0,-0.6480576784030068,2,1,1,0
3,0,-0.5152368714090703,0,0,-0.48857985158126105,2,1,1,0
2,1,0.1000523634474393,1,1,0.09659208806730764,0,3,0,0
